COUNTRY,REGION,ADMIN_LEVEL_NAME,LOG_TYPE,CATEGORY,MEASURE,TARGETED_POP_GROUP,COMMENTS,NON_COMPLIANCE,DATE_IMPLEMENTED,SOURCE,SOURCE_TYPE,LINK,ENTRY_DATE,Alternative source
Iraq,Middle east,,Introduction / extension of measures,Public health measures,Requirement to wear protective gear in public,,"All individuals are required to wear face masks when outside of their homes, or will face legal consequence.",Up to detention,28/4/20,Government of Iraq,Government,https://gds.gov.iq/covid-19-iraqi-government-amends-curfew-hours-imposes-fines-for-breaches-of-restrictions/,29/4/20,
Iraq,Middle east,,Introduction / extension of measures,Social distancing,Limit public gatherings,,"Permitting only 1 customer for every 5 square metres of space in shops and stores, and allowing only those wearing a face mask to enter such premises. Shop owners will be subject to a 100,000 dinar fine if they do not comply with these regulations, and risk their shops being closed down",Fines,28/4/20,Government of Iraq,Government,https://gds.gov.iq/covid-19-iraqi-government-amends-curfew-hours-imposes-fines-for-breaches-of-restrictions/,29/4/20,
Iraq,Middle east,Kurdish,Introduction / extension of measures,Movement restrictions,Curfews,checked,"Extension of total curfew across the Kurdistan Region from 01 May until 10 May. Drivers in violation would be penalized according to the previous regulations. *United Nations agencies and organisations, the international coalition and the commercial movement have been excluded from the curfews between provinces.",Fines,1/5/20,KRG ,Government,https://gov.krd/coronavirus-en/situation-update/#what-is-krg-doing,7/5/20,
Iraq,Middle east,Kirkuk,Introduction / extension of measures,Lockdown,Full lockdown,checked,Authorities impose full lockdown on Kirkuk province May 4-9,Up to detention,4/5/20,Garda World,Other organisations,https://www.garda.com/crisis24/news-alerts/338781/iraq-authorities-impose-full-lockdown-on-kirkuk-province-may-4-9-update-27,20/5/20,
Iraq,Middle east,,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,,"The Higher Committee decided that, based on even and odd numbered license plates, vehicles will be allowed on roads and public highways on alternate days. This measure comes into force on Tuesday 05 May 2020.",Fines,5/5/20,Government of Iraq,Government,https://gds.gov.iq/covid-19-higher-committee-announces-odd-even-rule-for-vehicles/,7/5/20,
Iraq,Middle east,federal,Introduction / extension of measures,Movement restrictions,Curfews,checked,"authorities amended curfew hours announced on April 22: beginning May 11 through May 24, 2020 a nationwide curfew is in effect from 5:00 p.m. to 5:00 a.m. Sunday through Thursday, and 24-hours on Friday and Saturday.",Up to detention,11/5/20,US Embassy ,Government,https://iq.usembassy.gov/covid-19-information/,20/5/20,
Iraq,Middle east,,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,,"On May 21, the Government of Iraq extended the suspension on all scheduled flights to and from Iraq from March 17 to 8:00 p.m. on May 31, 2020. As the situation changes rapidly, travelers should be prepared that this could be extended.",Not applicable,17/5/20,US Embassy ,Government,https://iq.usembassy.gov/covid-19-information/,26/5/20,
Iraq,Middle east,Baghdad ,Introduction / extension of measures,Movement restrictions,Curfews,checked,"On May 18, authorities imposed a separate 24-hour curfew from May 20 to June 3 on six Baghdad districts. United Nations agencies and organisations, the international coalition and the commercial movement have been excluded from the curfews between provinces.",Up to detention,18/5/20,US Embassy ,Government,https://iq.usembassy.gov/covid-19-information/,26/5/20,
Iraq,Middle east,Baghdad,Introduction / extension of measures,Movement restrictions,Curfews,checked,"On May 18, authorities imposed a separate 24-hour curfew from May 20 to June 3 on six Baghdad districts: Sadr City, Habiba, Kamaliya, Hurriya, Shuaï¿½la, and Amriyah.",Up to detention,20/5/20,US Embassy ,Government,https://iq.usembassy.gov/covid-19-information/,20/5/20,
Iraq,Middle east,Kurdish region ,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,,Entry to the Kurdistan Region from other parts of Iraq is prohibited from May 20 to June 1.,Not available ,20/5/20,US Embassy ,Government,https://iq.usembassy.gov/covid-19-information/,20/5/20,
Iraq,Middle east,,Introduction / extension of measures,Movement restrictions,International flights suspension,,"All airports across both Federal Iraq and the Kurdistan Region will be closed to commercial passenger flights until at least 1 June, subject to an additional extension.",Not available ,22/5/20,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,20/5/20,
Iraq,Middle east,Kurdish Region,Introduction / extension of measures,Movement restrictions,Border closure,,"extended: All border crossings, including those previously open for residents to return, are closed until 1 June.",Not available ,22/5/20,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,20/5/20,
Iraq,Middle east,Federal ,Introduction / extension of measures,Lockdown,Full lockdown,checked,Federal Iraq: A 24-hour curfew will be enforced during the Eid al-Fitr holiday from 22 to 30 May.,Up to detention,22/5/20,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,20/5/20,
Iraq,Middle east,Kurdish Region,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,checked,"from may 23/24 for three days. No traffic will be allowed except security and medical services. during the three-day lockdown in the Eid holiday, no movement between KR and federal Iraq, as well as inter-provincial movement within KR will be allowed.",Up to detention,23/5/20,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,20/5/20,
Iraq,Middle east,Kurdish Region,Introduction / extension of measures,Lockdown,Full lockdown,checked,"Kurdish region: A 24-hour full lockdown will be in place for the Eid al-Fitr holiday, either on 23 or 24 May, for three days. No traffic will be allowed except security and medical services. Only pharmacies can operate during the full lockdown.",Up to detention,23/5/20,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,20/5/20,
Iraq,Middle east,,Introduction / extension of measures,Movement restrictions,International flights suspension,,"On May 30, the Government of Iraq extended the suspension on all scheduled flights to and from Iraq from March 17 to 8:00 p.m. on June 6, 2020. As the situation changes rapidly, travelers should be prepared that this could be extended.",Not applicable,30/5/20,US Embassy,Government,https://iq.usembassy.gov/covid-19-information/,2/6/20,
Iraq,Middle east,,Introduction / extension of measures,Movement restrictions,Curfews,,"On May 30, the Government of Iraq announced a continuation of the 24-hour curfew until June 6.",Fines,30/5/20,US Embassy,Government,https://iq.usembassy.gov/covid-19-information/,2/6/20,
Iraq,Middle east,,Introduction / extension of measures,Lockdown,Partial lockdown,,"June 6, the Government of Iraq announced a continuation of the 24-hour curfew until June 13.",Not available ,6/6/20,US Embassy ,Government,https://iq.usembassy.gov/covid-19-information/,10/6/20,
Iraq,Middle east,,Introduction / extension of measures,Movement restrictions,International flights suspension,,"June 8, the Government of Iraq extended the suspension on all scheduled flights to and from Iraq from March 17 through June 13, 2020.",Not applicable,8/6/20,US Embassy ,Government,https://iq.usembassy.gov/covid-19-information/,10/6/20,
Iraq,Middle east,KRG,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,checked,"The Cabinet made the following decisions in an effort to ease the impact on public sector employees: 1. Paying all government employee 79% of their salaries, including all presidencies and institutions in the Kurdistan Region. 2. Reducing this 21% from salaries of all employees in a fair approach, taking into account the amount of these salaries. 3. Paying full salaries of families of the martyred, Anfal, political prisoners, people with special needs, including to those whose salaries are 300,000 dinars or less. 4. Paying only 50% of salaries to senior officials, including to President of the Kurdistan Region, Speaker of Parliamnt, Prime Minister, their deputies, members of parliament, ministers, those hold minister-level positions, deputy ministers, members ofthe judicial council, judges, all members of the public prosecution office 5. The above section pplies to those already retired or those who will retire with these ranks 6. The Ministry of Finance and Economy will issue necessary instructions to facilitate the implementation of these decisions 7. These mechanisms are temporary for this month only 8. All ministries, bodies, presidencies and institutions in the Kurdistan Region will implement these decisions, taking into account healt guidelines during the distribution of salaries. 9. The high-level government delegation for negotiations with the federal government is assigned to try to reach a deal on Kurdistan Region's financial entitlements. 10. Ministries and other relevant agencies have been assigned to seek necessary instructions for the implementation of the reform law (2020) due to be implemented in July.",Not applicable,21/6/20,KRG Governement ,Government,https://gov.krd/english/news-and-announcements/posts/2020/june/cabinet-meets-on-new-financial-situation-salary-payments/,20/7/20,
